"gene"	"count"
"2233"	"ENSG00000198466"	0
"2234"	"ENSG00000138834"	2
"2235"	"ENSG00000117751"	0
"2236"	"ENSG00000131584"	0
"2237"	"ENSG00000151552"	0
"2238"	"ENSG00000140092"	0
"2239"	"ENSG00000122386"	2
"2240"	"ENSG00000070770"	0
"2241"	"ENSG00000130711"	0
"2242"	"ENSG00000126432"	0
"2243"	"ENSG00000107742"	0
"2244"	"ENSG00000152082"	1
"2245"	"ENSG00000145388"	0
"2246"	"ENSG00000120247"	0
"2247"	"ENSG00000105722"	0
"2248"	"ENSG00000143393"	0
"2249"	"ENSG00000066777"	0
"2250"	"ENSG00000105972"	0
"2251"	"ENSG00000125351"	0
"2252"	"ENSG00000091181"	0
"2253"	"ENSG00000168397"	0
"2254"	"ENSG00000105088"	0
"2255"	"ENSG00000158747"	0
"2256"	"ENSG00000183395"	0
"2257"	"ENSG00000101327"	0
"2258"	"ENSG00000115386"	0
"2259"	"ENSG00000133789"	0
"2260"	"ENSG00000126581"	0
"2261"	"ENSG00000135829"	2
"2262"	"ENSG00000176014"	0
"2263"	"ENSG00000205744"	1
"2264"	"ENSG00000144290"	1
"2265"	"ENSG00000080371"	0
"2266"	"ENSG00000141837"	4
"2267"	"ENSG00000114331"	1
"2268"	"ENSG00000118985"	0
"2269"	"ENSG00000009335"	1
"2270"	"ENSG00000173467"	0
"2271"	"ENSG00000106100"	1
"2272"	"ENSG00000161681"	1
"2273"	"ENSG00000177463"	0
"2274"	"ENSG00000206560"	0
"2275"	"ENSG00000155868"	0
"2276"	"ENSG00000104147"	0
"2277"	"ENSG00000163114"	0
"2278"	"ENSG00000039537"	0
"2279"	"ENSG00000198160"	0
"2280"	"ENSG00000103319"	0
"2281"	"ENSG00000099204"	2
"2282"	"ENSG00000196581"	1
"2283"	"ENSG00000132671"	0
"2284"	"ENSG00000171703"	1
"2285"	"ENSG00000007255"	0
"2286"	"ENSG00000136986"	0
"2287"	"ENSG00000091732"	1
"2288"	"ENSG00000166401"	0
"2289"	"ENSG00000120937"	0
"2290"	"ENSG00000111537"	0
"2291"	"ENSG00000168468"	0
"2292"	"ENSG00000183864"	0
"2293"	"ENSG00000166483"	1
"2294"	"ENSG00000165046"	1
"2295"	"ENSG00000188158"	1
"2296"	"ENSG00000163206"	1
"2297"	"ENSG00000002745"	0
"2298"	"ENSG00000163918"	0
"2299"	"ENSG00000134955"	0
"2300"	"ENSG00000167196"	0
"2301"	"ENSG00000170312"	0
"2302"	"ENSG00000154978"	0
"2303"	"ENSG00000182168"	0
"2304"	"ENSG00000206237"	0
"2305"	"ENSG00000156453"	0
"2306"	"ENSG00000105258"	0
"2307"	"ENSG00000116580"	2
"2308"	"ENSG00000123342"	1
"2309"	"ENSG00000090889"	0
"2310"	"ENSG00000163950"	0
"2311"	"ENSG00000197702"	0
"2312"	"ENSG00000170558"	0
"2313"	"ENSG00000117724"	2
"2314"	"ENSG00000095574"	0
"2315"	"ENSG00000197711"	0
"2316"	"ENSG00000166529"	1
"2317"	"ENSG00000138942"	1
"2318"	"ENSG00000159140"	1
"2319"	"ENSG00000112425"	0
"2320"	"ENSG00000025770"	1
"2321"	"ENSG00000198169"	2
"2322"	"ENSG00000160789"	0
"2323"	"ENSG00000058804"	0
"2324"	"ENSG00000104980"	2
"2325"	"ENSG00000131748"	0
"2326"	"ENSG00000150086"	0
"2327"	"ENSG00000003989"	1
"2328"	"ENSG00000099972"	0
"2329"	"ENSG00000108591"	0
"2330"	"ENSG00000215701"	0
"2331"	"ENSG00000131042"	0
"2332"	"ENSG00000163251"	0
"2333"	"ENSG00000135407"	0
"2334"	"ENSG00000145907"	1
"2335"	"ENSG00000139132"	0
"2336"	"ENSG00000100294"	0
"2337"	"ENSG00000198802"	0
"2338"	"ENSG00000171302"	0
"2339"	"ENSG00000198355"	0
"2340"	"ENSG00000148090"	0
"2341"	"ENSG00000105698"	0
"2342"	"ENSG00000171711"	0
"2343"	"ENSG00000130338"	2
"2344"	"ENSG00000054179"	0
"2345"	"ENSG00000173641"	0
"2346"	"ENSG00000101412"	0
"2347"	"ENSG00000100739"	0
"2348"	"ENSG00000134020"	0
"2349"	"ENSG00000172534"	2
"2350"	"ENSG00000160917"	0
"2351"	"ENSG00000132688"	1
"2352"	"ENSG00000186832"	0
"2353"	"ENSG00000146282"	0
"2354"	"ENSG00000165383"	0
"2355"	"ENSG00000104081"	0
"2356"	"ENSG00000047621"	0
"2357"	"ENSG00000115414"	1
"2358"	"ENSG00000185945"	0
"2359"	"ENSG00000214827"	0
"2360"	"ENSG00000067057"	1
"2361"	"ENSG00000105726"	0
"2362"	"ENSG00000166925"	0
"2363"	"ENSG00000204389"	0
"2364"	"ENSG00000136480"	0
"2365"	"ENSG00000107831"	0
"2366"	"ENSG00000184348"	0
"2367"	"ENSG00000171843"	0
"2368"	"ENSG00000035141"	0
"2369"	"ENSG00000168137"	1
"2370"	"ENSG00000177700"	0
"2371"	"ENSG00000213064"	0
"2372"	"ENSG00000134262"	0
"2373"	"ENSG00000135392"	0
"2374"	"ENSG00000162426"	1
"2375"	"ENSG00000171549"	0
"2376"	"ENSG00000092199"	0
"2377"	"ENSG00000118873"	0
"2378"	"ENSG00000071462"	0
"2379"	"ENSG00000151726"	1
"2380"	"ENSG00000084090"	0
"2381"	"ENSG00000176623"	0
"2382"	"ENSG00000196576"	0
"2383"	"ENSG00000146950"	0
"2384"	"ENSG00000131089"	0
"2385"	"ENSG00000075292"	0
"2386"	"ENSG00000113790"	1
"2387"	"ENSG00000162772"	0
"2388"	"ENSG00000010295"	1
"2389"	"ENSG00000143590"	1
"2390"	"ENSG00000186468"	0
"2391"	"ENSG00000206294"	0
"2392"	"ENSG00000163516"	0
"2393"	"ENSG00000139780"	0
"2394"	"ENSG00000143851"	1
"2395"	"ENSG00000110171"	0
"2396"	"ENSG00000145777"	0
"2397"	"ENSG00000175445"	0
"2398"	"ENSG00000116761"	0
"2399"	"ENSG00000181191"	1
"2400"	"ENSG00000086991"	0
"2401"	"ENSG00000087365"	0
"2402"	"ENSG00000083457"	0
"2403"	"ENSG00000145703"	1
"2404"	"ENSG00000185737"	0
"2405"	"ENSG00000158813"	0
"2406"	"ENSG00000152954"	0
"2407"	"ENSG00000167617"	0
"2408"	"ENSG00000167157"	0
"2409"	"ENSG00000165898"	0
"2410"	"ENSG00000215767"	0
"2411"	"ENSG00000119508"	0
"2412"	"ENSG00000155816"	1
"2413"	"ENSG00000180198"	0
"2414"	"ENSG00000150593"	0
"2415"	"ENSG00000147650"	1
"2416"	"ENSG00000117335"	0
"2417"	"ENSG00000134376"	0
"2418"	"ENSG00000176401"	0
"2419"	"ENSG00000163828"	0
"2420"	"ENSG00000197635"	0
"2421"	"ENSG00000134323"	0
"2422"	"ENSG00000049089"	0
"2423"	"ENSG00000205076"	0
"2424"	"ENSG00000101203"	2
"2425"	"ENSG00000102316"	0
"2426"	"ENSG00000153207"	1
"2427"	"ENSG00000188981"	0
"2428"	"ENSG00000168385"	0
"2429"	"ENSG00000107341"	1
"2430"	"ENSG00000050327"	0
"2431"	"ENSG00000101138"	0
"2432"	"ENSG00000147124"	0
"2433"	"ENSG00000164867"	0
"2434"	"ENSG00000189285"	0
"2435"	"ENSG00000206292"	0
"2436"	"ENSG00000162194"	0
"2437"	"ENSG00000158987"	2
"2438"	"ENSG00000102981"	0
"2439"	"ENSG00000131966"	0
"2440"	"ENSG00000183748"	0
"2441"	"ENSG00000135926"	1
"2442"	"ENSG00000112664"	0
"2443"	"ENSG00000123561"	0
"2444"	"ENSG00000206379"	0
"2445"	"ENSG00000120539"	1
"2446"	"ENSG00000175215"	0
"2447"	"ENSG00000169836"	0
"2448"	"ENSG00000096264"	0
"2449"	"ENSG00000144355"	0
"2450"	"ENSG00000170448"	1
"2451"	"ENSG00000135002"	1
"2452"	"ENSG00000151779"	1
"2453"	"ENSG00000125967"	1
"2454"	"ENSG00000157741"	1
"2455"	"ENSG00000166452"	0
"2456"	"ENSG00000168096"	0
"2457"	"ENSG00000198400"	1
"2458"	"ENSG00000030066"	0
"2459"	"ENSG00000204174"	0
"2460"	"ENSG00000152611"	0
"2461"	"ENSG00000173744"	0
"2462"	"ENSG00000188171"	0
"2463"	"ENSG00000206215"	0
"2464"	"ENSG00000155229"	1
"2465"	"ENSG00000157426"	1
"2466"	"ENSG00000105663"	0
"2467"	"ENSG00000160325"	0
"2468"	"ENSG00000206484"	0
"2469"	"ENSG00000133454"	3
"2470"	"ENSG00000136099"	0
"2471"	"ENSG00000160323"	1
"2472"	"ENSG00000170835"	0
"2473"	"ENSG00000206315"	0
"2474"	"ENSG00000133704"	0
"2475"	"ENSG00000001167"	0
"2476"	"ENSG00000110429"	0
"2477"	"ENSG00000158517"	0
"2478"	"ENSG00000089902"	0
"2479"	"ENSG00000140379"	0
"2480"	"ENSG00000205178"	0
"2481"	"ENSG00000177981"	0
"2482"	"ENSG00000061918"	2
"2483"	"ENSG00000166828"	0
"2484"	"ENSG00000143367"	0
"2485"	"ENSG00000163624"	0
"2486"	"ENSG00000171241"	0
"2487"	"ENSG00000155749"	0
"2488"	"ENSG00000164089"	1
"2489"	"ENSG00000143614"	1
"2490"	"ENSG00000108292"	0
"2491"	"ENSG00000173163"	1
"2492"	"ENSG00000185291"	1
"2493"	"ENSG00000157483"	1
"2494"	"ENSG00000132361"	1
"2495"	"ENSG00000171566"	0
"2496"	"ENSG00000118363"	1
"2497"	"ENSG00000181929"	0
"2498"	"ENSG00000065802"	0
"2499"	"ENSG00000126705"	1
"2500"	"ENSG00000174083"	0
"2501"	"ENSG00000007866"	0
"2502"	"ENSG00000176788"	0
"2503"	"ENSG00000162852"	0
"2504"	"ENSG00000130368"	0
"2505"	"ENSG00000106799"	0
"2506"	"ENSG00000116791"	0
"2507"	"ENSG00000185022"	0
"2508"	"ENSG00000140945"	0
"2509"	"ENSG00000196610"	0
"2510"	"ENSG00000169908"	0
"2511"	"ENSG00000010438"	0
"2512"	"ENSG00000153143"	0
"2513"	"ENSG00000113722"	0
"2514"	"ENSG00000165406"	0
"2515"	"ENSG00000104969"	1
"2516"	"ENSG00000110108"	0
"2517"	"ENSG00000158769"	1
"2518"	"ENSG00000070047"	0
"2519"	"ENSG00000103707"	0
"2520"	"ENSG00000107281"	0
"2521"	"ENSG00000007216"	0
"2522"	"ENSG00000103502"	1
"2523"	"ENSG00000137207"	0
"2524"	"ENSG00000179104"	0
"2525"	"ENSG00000122359"	0
"2526"	"ENSG00000130385"	0
"2527"	"ENSG00000123191"	1
"2528"	"ENSG00000102974"	0
"2529"	"ENSG00000140505"	0
"2530"	"ENSG00000163526"	0
"2531"	"ENSG00000072134"	0
"2532"	"ENSG00000176383"	1
"2533"	"ENSG00000116586"	0
"2534"	"ENSG00000145050"	0
"2535"	"ENSG00000101470"	0
"2536"	"ENSG00000106327"	1
"2537"	"ENSG00000108578"	0
"2538"	"ENSG00000167768"	1
"2539"	"ENSG00000138075"	0
"2540"	"ENSG00000151892"	0
"2541"	"ENSG00000072657"	0
"2542"	"ENSG00000115687"	0
"2543"	"ENSG00000135097"	1
"2544"	"ENSG00000145375"	0
"2545"	"ENSG00000104814"	0
"2546"	"ENSG00000128585"	0
"2547"	"ENSG00000010361"	2
"2548"	"ENSG00000135517"	0
"2549"	"ENSG00000156475"	0
"2550"	"ENSG00000100003"	0
"2551"	"ENSG00000115507"	0
"2552"	"ENSG00000185787"	0
"2553"	"ENSG00000064309"	0
"2554"	"ENSG00000102524"	0
"2555"	"ENSG00000175826"	0
"2556"	"ENSG00000176102"	0
"2557"	"ENSG00000158859"	0
"2558"	"ENSG00000137673"	0
"2559"	"ENSG00000103150"	0
"2560"	"ENSG00000127527"	0
"2561"	"ENSG00000052749"	0
"2562"	"ENSG00000125363"	0
"2563"	"ENSG00000198431"	0
"2564"	"ENSG00000150750"	0
"2565"	"ENSG00000130508"	0
"2566"	"ENSG00000196767"	0
"2567"	"ENSG00000166816"	1
"2568"	"ENSG00000072682"	0
"2569"	"ENSG00000187840"	0
"2570"	"ENSG00000007314"	1
"2571"	"ENSG00000142515"	0
"2572"	"ENSG00000114554"	0
"2573"	"ENSG00000160202"	1
"2574"	"ENSG00000004660"	1
"2575"	"ENSG00000134184"	0
"2576"	"ENSG00000072694"	0
"2577"	"ENSG00000178996"	2
"2578"	"ENSG00000165496"	0
"2579"	"ENSG00000165389"	0
"2580"	"ENSG00000135972"	1
"2581"	"ENSG00000140443"	1
"2582"	"ENSG00000124209"	0
"2583"	"ENSG00000137845"	0
"2584"	"ENSG00000100106"	1
"2585"	"ENSG00000206286"	0
"2586"	"ENSG00000211456"	0
"2587"	"ENSG00000114446"	0
"2588"	"ENSG00000134779"	1
"2589"	"ENSG00000086189"	0
"2590"	"ENSG00000145632"	0
"2591"	"ENSG00000103254"	0
"2592"	"ENSG00000185418"	0
"2593"	"ENSG00000154736"	1
"2594"	"ENSG00000109686"	0
"2595"	"ENSG00000148346"	0
"2596"	"ENSG00000147457"	0
"2597"	"ENSG00000180772"	1
"2598"	"ENSG00000182004"	0
"2599"	"ENSG00000215579"	0
"2600"	"ENSG00000178104"	0
"2601"	"ENSG00000116690"	0
"2602"	"ENSG00000197870"	0
"2603"	"ENSG00000068976"	0
"2604"	"ENSG00000086061"	0
"2605"	"ENSG00000137100"	0
"2606"	"ENSG00000126226"	0
"2607"	"ENSG00000166004"	0
"2608"	"ENSG00000178921"	0
"2609"	"ENSG00000135535"	0
"2610"	"ENSG00000140368"	0
"2611"	"ENSG00000214699"	0
"2612"	"ENSG00000183048"	0
"2613"	"ENSG00000162909"	0
"2614"	"ENSG00000100262"	0
"2615"	"ENSG00000141429"	0
"2616"	"ENSG00000186625"	0
"2617"	"ENSG00000138468"	0
"2618"	"ENSG00000164080"	0
"2619"	"ENSG00000133116"	0
"2620"	"ENSG00000103507"	0
"2621"	"ENSG00000136783"	0
"2622"	"ENSG00000100614"	0
"2623"	"ENSG00000206489"	0
"2624"	"ENSG00000165525"	0
"2625"	"ENSG00000142046"	0
"2626"	"ENSG00000198366"	0
"2627"	"ENSG00000215277"	0
"2628"	"ENSG00000065243"	0
"2629"	"ENSG00000182093"	0
"2630"	"ENSG00000070882"	0
"2631"	"ENSG00000166971"	0
"2632"	"ENSG00000103356"	0
"2633"	"ENSG00000025434"	1
"2634"	"ENSG00000187555"	1
"2635"	"ENSG00000162892"	1
"2636"	"ENSG00000141736"	0
"2637"	"ENSG00000141503"	3
"2638"	"ENSG00000125730"	1
"2639"	"ENSG00000106078"	1
"2640"	"ENSG00000155008"	0
"2641"	"ENSG00000143196"	0
"2642"	"ENSG00000066933"	1
"2643"	"ENSG00000081377"	0
"2644"	"ENSG00000135069"	0
"2645"	"ENSG00000136872"	0
"2646"	"ENSG00000196372"	1
"2647"	"ENSG00000139233"	0
"2648"	"ENSG00000157601"	0
"2649"	"ENSG00000187764"	0
"2650"	"ENSG00000015479"	0
"2651"	"ENSG00000133056"	0
"2652"	"ENSG00000071127"	0
"2653"	"ENSG00000133243"	1
"2654"	"ENSG00000011007"	0
"2655"	"ENSG00000156804"	1
"2656"	"ENSG00000173406"	0
"2657"	"ENSG00000136867"	0
"2658"	"ENSG00000198013"	0
"2659"	"ENSG00000179142"	0
"2660"	"ENSG00000121931"	0
"2661"	"ENSG00000100351"	1
"2662"	"ENSG00000136950"	0
"2663"	"ENSG00000041982"	0
"2664"	"ENSG00000169372"	0
"2665"	"ENSG00000204875"	0
"2666"	"ENSG00000185340"	0
"2667"	"ENSG00000169855"	1
"2668"	"ENSG00000152661"	0
"2669"	"ENSG00000116815"	0
"2670"	"ENSG00000176340"	0
"2671"	"ENSG00000056998"	1
"2672"	"ENSG00000080986"	0
"2673"	"ENSG00000100823"	0
"2674"	"ENSG00000198934"	1
"2675"	"ENSG00000006625"	0
"2676"	"ENSG00000031691"	1
"2677"	"ENSG00000143947"	0
"2678"	"ENSG00000145365"	0
"2679"	"ENSG00000119878"	0
"2680"	"ENSG00000099624"	0
"2681"	"ENSG00000116688"	0
"2682"	"ENSG00000121858"	0
"2683"	"ENSG00000013523"	1
"2684"	"ENSG00000123405"	0
"2685"	"ENSG00000102081"	0
"2686"	"ENSG00000144908"	0
"2687"	"ENSG00000107593"	1
"2688"	"ENSG00000070388"	0
"2689"	"ENSG00000188690"	0
"2690"	"ENSG00000185808"	0
"2691"	"ENSG00000090372"	1
"2692"	"ENSG00000076513"	0
"2693"	"ENSG00000127588"	0
"2694"	"ENSG00000023839"	4
"2695"	"ENSG00000184281"	0
"2696"	"ENSG00000100201"	0
"2697"	"ENSG00000136152"	0
"2698"	"ENSG00000087995"	0
"2699"	"ENSG00000112739"	0
"2700"	"ENSG00000206457"	0
"2701"	"ENSG00000156413"	0
"2702"	"ENSG00000027001"	0
"2703"	"ENSG00000151623"	0
"2704"	"ENSG00000159899"	1
"2705"	"ENSG00000206308"	0
"2706"	"ENSG00000196177"	0
"2707"	"ENSG00000166546"	0
"2708"	"ENSG00000111832"	0
"2709"	"ENSG00000196431"	0
"2710"	"ENSG00000131097"	0
"2711"	"ENSG00000198171"	0
"2712"	"ENSG00000152672"	0
"2713"	"ENSG00000143319"	0
"2714"	"ENSG00000204427"	0
"2715"	"ENSG00000206299"	0
"2716"	"ENSG00000134755"	0
"2717"	"ENSG00000131016"	1
"2718"	"ENSG00000065548"	0
"2719"	"ENSG00000215726"	0
"2720"	"ENSG00000204382"	0
"2721"	"ENSG00000169733"	0
"2722"	"ENSG00000162344"	0
"2723"	"ENSG00000189367"	0
"2724"	"ENSG00000105676"	0
"2725"	"ENSG00000145358"	0
"2726"	"ENSG00000108515"	1
"2727"	"ENSG00000112796"	0
"2728"	"ENSG00000070010"	0
"2729"	"ENSG00000211667"	0
"2730"	"ENSG00000197614"	1
"2731"	"ENSG00000187522"	1
"2732"	"ENSG00000215754"	0
"2733"	"ENSG00000159079"	0
"2734"	"ENSG00000141030"	0
"2735"	"ENSG00000090621"	0
"2736"	"ENSG00000148948"	0
"2737"	"ENSG00000141665"	0
"2738"	"ENSG00000180616"	0
"2739"	"ENSG00000177243"	0
"2740"	"ENSG00000197021"	0
"2741"	"ENSG00000179218"	0
"2742"	"ENSG00000205595"	0
"2743"	"ENSG00000110048"	0
"2744"	"ENSG00000154721"	1
"2745"	"ENSG00000130165"	0
"2746"	"ENSG00000065427"	1
"2747"	"ENSG00000102383"	0
"2748"	"ENSG00000125976"	0
"2749"	"ENSG00000140259"	0
"2750"	"ENSG00000147437"	0
"2751"	"ENSG00000133216"	0
"2752"	"ENSG00000142632"	1
"2753"	"ENSG00000100302"	0
"2754"	"ENSG00000145451"	0
"2755"	"ENSG00000101152"	0
"2756"	"ENSG00000179958"	1
"2757"	"ENSG00000138326"	0
"2758"	"ENSG00000154889"	0
"2759"	"ENSG00000189319"	0
"2760"	"ENSG00000131738"	1
"2761"	"ENSG00000137332"	0
"2762"	"ENSG00000157823"	0
"2763"	"ENSG00000136160"	0
"2764"	"ENSG00000132640"	0
"2765"	"ENSG00000176165"	0
"2766"	"ENSG00000128789"	0
"2767"	"ENSG00000148331"	0
"2768"	"ENSG00000075151"	0
"2769"	"ENSG00000206253"	0
"2770"	"ENSG00000112697"	0
"2771"	"ENSG00000165804"	2
"2772"	"ENSG00000197905"	0
"2773"	"ENSG00000132561"	0
"2774"	"ENSG00000101745"	1
"2775"	"ENSG00000056050"	0
"2776"	"ENSG00000103995"	1
"2777"	"ENSG00000075142"	0
"2778"	"ENSG00000176177"	1
"2779"	"ENSG00000104660"	0
"2780"	"ENSG00000100307"	0
"2781"	"ENSG00000179262"	0
"2782"	"ENSG00000028203"	0
"2783"	"ENSG00000204463"	0
"2784"	"ENSG00000146648"	1
"2785"	"ENSG00000176393"	1
"2786"	"ENSG00000100867"	0
"2787"	"ENSG00000145879"	0
"2788"	"ENSG00000164404"	2
"2789"	"ENSG00000113851"	0
"2790"	"ENSG00000132386"	1
"2791"	"ENSG00000163479"	0
"2792"	"ENSG00000142748"	0
"2793"	"ENSG00000120054"	0
"2794"	"ENSG00000181991"	0
"2795"	"ENSG00000035720"	1
"2796"	"ENSG00000141385"	0
"2797"	"ENSG00000177272"	0
"2798"	"ENSG00000171532"	0
"2799"	"ENSG00000063601"	0
"2800"	"ENSG00000124762"	0
"2801"	"ENSG00000144591"	0
"2802"	"ENSG00000206391"	0
"2803"	"ENSG00000196781"	0
"2804"	"ENSG00000135439"	1
"2805"	"ENSG00000140876"	0
"2806"	"ENSG00000151229"	0
"2807"	"ENSG00000196501"	0
"2808"	"ENSG00000156502"	2
"2809"	"ENSG00000213898"	0
"2810"	"ENSG00000109320"	1
"2811"	"ENSG00000143178"	0
"2812"	"ENSG00000180767"	0
"2813"	"ENSG00000185053"	0
"2814"	"ENSG00000011376"	0
"2815"	"ENSG00000120471"	0
"2816"	"ENSG00000145725"	0
"2817"	"ENSG00000146094"	0
"2818"	"ENSG00000089356"	0
"2819"	"ENSG00000159640"	0
"2820"	"ENSG00000185957"	0
"2821"	"ENSG00000103174"	0
"2822"	"ENSG00000148290"	0
"2823"	"ENSG00000215077"	0
"2824"	"ENSG00000148057"	0
"2825"	"ENSG00000163082"	0
"2826"	"ENSG00000102904"	0
"2827"	"ENSG00000171016"	0
"2828"	"ENSG00000101306"	0
"2829"	"ENSG00000142675"	2
"2830"	"ENSG00000029363"	0
"2831"	"ENSG00000154001"	0
"2832"	"ENSG00000130544"	0
"2833"	"ENSG00000100632"	0
"2834"	"ENSG00000083093"	0
"2835"	"ENSG00000151365"	0
"2836"	"ENSG00000112877"	0
"2837"	"ENSG00000144040"	0
"2838"	"ENSG00000155754"	0
"2839"	"ENSG00000113396"	0
"2840"	"ENSG00000146476"	0
"2841"	"ENSG00000038427"	0
"2842"	"ENSG00000143258"	0
"2843"	"ENSG00000165862"	0
"2844"	"ENSG00000100290"	0
"2845"	"ENSG00000108826"	0
"2846"	"ENSG00000107819"	0
"2847"	"ENSG00000102007"	1
"2848"	"ENSG00000108830"	0
"2849"	"ENSG00000130254"	2
"2850"	"ENSG00000095970"	0
"2851"	"ENSG00000140279"	0
"2852"	"ENSG00000169282"	0
"2853"	"ENSG00000138039"	0
"2854"	"ENSG00000197837"	0
"2855"	"ENSG00000116668"	1
"2856"	"ENSG00000112333"	0
"2857"	"ENSG00000212829"	0
"2858"	"ENSG00000159496"	0
"2859"	"ENSG00000075131"	1
"2860"	"ENSG00000012822"	0
"2861"	"ENSG00000178952"	0
"2862"	"ENSG00000111049"	2
"2863"	"ENSG00000120910"	0
"2864"	"ENSG00000137409"	0
"2865"	"ENSG00000008869"	2
"2866"	"ENSG00000068878"	0
"2867"	"ENSG00000136371"	0
"2868"	"ENSG00000185624"	1
"2869"	"ENSG00000198886"	0
"2870"	"ENSG00000138030"	0
"2871"	"ENSG00000124641"	0
"2872"	"ENSG00000109189"	0
"2873"	"ENSG00000109046"	1
"2874"	"ENSG00000169032"	0
"2875"	"ENSG00000137265"	0
"2876"	"ENSG00000100982"	0
"2877"	"ENSG00000110435"	1
"2878"	"ENSG00000115758"	0
"2879"	"ENSG00000182197"	1
"2880"	"ENSG00000117632"	0
"2881"	"ENSG00000138641"	0
"2882"	"ENSG00000105479"	0
"2883"	"ENSG00000179172"	0
"2884"	"ENSG00000198822"	0
"2885"	"ENSG00000135250"	0
"2886"	"ENSG00000110245"	0
"2887"	"ENSG00000122729"	0
"2888"	"ENSG00000152332"	0
"2889"	"ENSG00000169018"	1
"2890"	"ENSG00000163394"	0
"2891"	"ENSG00000160310"	0
"2892"	"ENSG00000129244"	0
"2893"	"ENSG00000176476"	0
"2894"	"ENSG00000080644"	1
"2895"	"ENSG00000101210"	0
"2896"	"ENSG00000215770"	0
"2897"	"ENSG00000196843"	1
"2898"	"ENSG00000169764"	0
"2899"	"ENSG00000198331"	0
"2900"	"ENSG00000129465"	1
"2901"	"ENSG00000124787"	0
"2902"	"ENSG00000160213"	0
"2903"	"ENSG00000130598"	0
"2904"	"ENSG00000011052"	0
"2905"	"ENSG00000164938"	0
"2906"	"ENSG00000181856"	0
"2907"	"ENSG00000157193"	2
"2908"	"ENSG00000070018"	1
"2909"	"ENSG00000167283"	0
"2910"	"ENSG00000198914"	0
"2911"	"ENSG00000175224"	0
"2912"	"ENSG00000104904"	0
"2913"	"ENSG00000212870"	0
"2914"	"ENSG00000145192"	0
"2915"	"ENSG00000177666"	1
"2916"	"ENSG00000165457"	0
"2917"	"ENSG00000160439"	0
"2918"	"ENSG00000188487"	0
"2919"	"ENSG00000023445"	1
"2920"	"ENSG00000213218"	0
"2921"	"ENSG00000134597"	1
"2922"	"ENSG00000112493"	0
"2923"	"ENSG00000198081"	1
"2924"	"ENSG00000064933"	0
"2925"	"ENSG00000126562"	0
"2926"	"ENSG00000182481"	0
"2927"	"ENSG00000139725"	0
"2928"	"ENSG00000107736"	0
"2929"	"ENSG00000133636"	0
"2930"	"ENSG00000148677"	0
"2931"	"ENSG00000181467"	0
"2932"	"ENSG00000159840"	0
"2933"	"ENSG00000116017"	1
"2934"	"ENSG00000215764"	0
"2935"	"ENSG00000133511"	0
"2936"	"ENSG00000099917"	0
"2937"	"ENSG00000181982"	1
"2938"	"ENSG00000124193"	0
"2939"	"ENSG00000166471"	0
"2940"	"ENSG00000144118"	0
"2941"	"ENSG00000101346"	1
"2942"	"ENSG00000145782"	0
"2943"	"ENSG00000132141"	0
"2944"	"ENSG00000101958"	0
"2945"	"ENSG00000129873"	0
"2946"	"ENSG00000175390"	0
"2947"	"ENSG00000134698"	0
"2948"	"ENSG00000164251"	0
"2949"	"ENSG00000090273"	0
"2950"	"ENSG00000060656"	0
"2951"	"ENSG00000136830"	0
"2952"	"ENSG00000161048"	0
"2953"	"ENSG00000146457"	0
"2954"	"ENSG00000162645"	1
"2955"	"ENSG00000086200"	0
"2956"	"ENSG00000197409"	0
"2957"	"ENSG00000145734"	0
"2958"	"ENSG00000116717"	0
"2959"	"ENSG00000213044"	0
"2960"	"ENSG00000196678"	0
"2961"	"ENSG00000175175"	0
"2962"	"ENSG00000113141"	0
"2963"	"ENSG00000067208"	0
"2964"	"ENSG00000140836"	3
"2965"	"ENSG00000167526"	1
"2966"	"ENSG00000118762"	0
"2967"	"ENSG00000072501"	0
"2968"	"ENSG00000107443"	0
"2969"	"ENSG00000164610"	0
"2970"	"ENSG00000116898"	0
"2971"	"ENSG00000196358"	0
"2972"	"ENSG00000177302"	0
"2973"	"ENSG00000155980"	0
"2974"	"ENSG00000105976"	1
"2975"	"ENSG00000065135"	1
"2976"	"ENSG00000102109"	0
"2977"	"ENSG00000145425"	0
"2978"	"ENSG00000113732"	0
"2979"	"ENSG00000108688"	0
"2980"	"ENSG00000170871"	0
"2981"	"ENSG00000171863"	0
"2982"	"ENSG00000187939"	0
"2983"	"ENSG00000134070"	0
"2984"	"ENSG00000144381"	1
"2985"	"ENSG00000134987"	0
"2986"	"ENSG00000088325"	0
"2987"	"ENSG00000141564"	0
"2988"	"ENSG00000054654"	2
"2989"	"ENSG00000125454"	0
"2990"	"ENSG00000141447"	0
"2991"	"ENSG00000035115"	0
"2992"	"ENSG00000160233"	0
"2993"	"ENSG00000119927"	0
"2994"	"ENSG00000118193"	0
"2995"	"ENSG00000164889"	0
"2996"	"ENSG00000170498"	0
"2997"	"ENSG00000156697"	1
"2998"	"ENSG00000133195"	0
"2999"	"ENSG00000173171"	1
"3000"	"ENSG00000113645"	0
"3001"	"ENSG00000213658"	0
"3002"	"ENSG00000196562"	0
"3003"	"ENSG00000205560"	1
"3004"	"ENSG00000182314"	0
"3005"	"ENSG00000143761"	0
"3006"	"ENSG00000070404"	1
"3007"	"ENSG00000113966"	0
"3008"	"ENSG00000118855"	0
"3009"	"ENSG00000105369"	0
